Symbol,Name,Sector,Price_EUR,Total_Score,Stewardship,Technical,FinBERT_Score,Reasoning,Signal,Horizon,Backtest_PnL,Backtest_Status,BT_WinRate,BT_Avg_PnL,BT_Trades,PE,RSI,Upside_pct
ENR.DE,Siemens Energy,Energy,187.62,31.24087912030253,5.0,0.0,45.0,"Ad-hoc: Siemens Energy AG raises full-year outlook and releases preliminary results for Q2 FY 2026 - Siemens Energy, Siemens Energy raises outlook as demand for power equipment soars - Reuters, Siemens Energy rises after upward revision - EnergyWatch",SELL,SPECULATIVE (short-term),231.23,EXIT_CURRENT,0.0,0.0,0,78.69158,79.44098818178523,-9.2
EQNR,Equinor,Energy,35.13,46.11484374384627,5.0,15.0,24.5,"Equinor (OB:EQNR) Valuation Check As Oil Rises On Intensifying Iran Conflict - Yahoo Finance, Njord Survey Secures Long-Term Framework Agreement with Equinor for Pipeline Inspection in Europe - Ocean News & Technology, Equinor partially divests shareholding in Scatec - Equinor",SELL,RETIREMENT (20yr+),71.73,EXIT_CURRENT,0.0,0.0,0,19.082474,36.3883190008137,5.2
TE.PA,Technip Energies,Energy,40.26,47.529213931405515,10.0,15.0,30.1,"Technip Energies Extends LNG And Cleaner Fuels Reach Across Three Continents - Yahoo Finance, A Look At Technip Energies (ENXTPA:TE) Valuation After New FEED Wins In Gabon Vietnam And The US - simplywall.st, Technip Energies awarded a substantial authorization to advance Commonwealth LNG project ahead of Final Investment Decision - Technip Energies",SELL,SPECULATIVE (short-term),39.33,EXIT_CURRENT,0.0,0.0,0,19.382353,60.61319407300911,7.3
ENI.MI,Eni,Energy,22.95,34.86946452596246,0.0,23.0,7.5,"Eni says market underestimating Iran war's impact on energy prices - Reuters, Eni Misses Q1 Earnings But Lifts Buyback To 2.8 Billion - Crude Oil Prices Today | OilPrice.com, Eni founder’s heir clashes with Meloni government over name use - Financial Times",SELL,BUSINESS COLLATERAL (10yr),91.61,EXIT_CURRENT,0.0,0.0,0,28.660257,37.9764503974501,9.3
ENEL.MI,Enel,Energy,9.82,30.216162579136316,0.0,23.0,8.9,"Italy's Enel to hire 1,000 workers at power distribution unit, unions say - Reuters, Artificial intelligence and the benefits to energy - Enel Group, Verkkokauppa.com Oyj - Managers' Transactions – Enel Sintonen - marketscreener.com",SELL,SPECULATIVE (short-term),48.58,EXIT_CURRENT,0.0,0.0,0,25.084616,54.569890750238095,3.8
IBE.MC,Iberdrola,Energy,19.92,24.643165348103437,5.0,15.0,38.6,"Iberdrola S A : completes the sale of its business in Mexico - marketscreener.com, Iberdrola wins permits to add 51.3-MW solar farms at Spanish wind farms - Renewables Now, Iberdrola puts $1 billion solar stake sale on hold, sources say - Reuters",SELL,SPECULATIVE (short-term),34.66,EXIT_CURRENT,0.0,0.0,0,23.779762,33.46005453701555,-3.8
ORSTED.CO,Orsted,Energy,149.26,35.51716505736038,5.0,23.0,10.1,"Hitachi Energy becomes Ørsted’s end‑to‑end partner for offshore wind electrical systems - Hitachi Energy, Orsted seals strategic partnership with Hitachi on offshore wind - Recharge News, Orsted CEO eyes boost to European offshore wind from energy crunch - Reuters",SELL,SPECULATIVE (short-term),-12.72,EXIT_STOP,0.0,0.0,0,84.86912,55.59771263119796,4.8
VWS.CO,Vestas Wind,Energy,176.67,47.85569913871845,5.0,23.0,19.4,"Can wind turbines be recycled? - Vestas, Complexity the 'real killer' for European offshore wind – Vestas CEO - Wind Power Monthly, Vestas receives 70 MW order from Tessa Green Energy to deliver more wind energy in Bulgaria - Vestas",SELL,SPECULATIVE (short-term),107.69,EXIT_CURRENT,0.0,0.0,0,33.739132,57.49570030712734,4.4
NEE,NextEra Energy,Energy,88.22,25.866198429845316,10.0,8.0,31.5,"Constellation Energy vs. NextEra Energy: Which Utility Stock Wins Now? - Yahoo Finance, NextEra Earnings: FP&L and NEER Positioned Well for Accelerating Data Center Demand - Morningstar, NextEra expects agreements on Japan-backed gas-fired data center projects within three months - Reuters",SELL,SPECULATIVE (short-term),45.7,EXIT_CURRENT,0.0,0.0,0,27.789394,58.505647731974854,8.6
BEPC,Brookfield Renewable,Energy,38.16,38.120242548161386,0.0,30.0,12.5,"Brookfield Renewable Partners (TSE:BEP.UN) Stock Price Expected to Rise, Desjardins Analyst Says - MarketBeat, Brookfield Renewable Updates Restricted Unit Plan to Sharpen Long-Term Incentives - TipRanks, Stocks with rising relative strength: Brookfield Renewable - MSN",SELL,SPECULATIVE (short-term),59.52,EXIT_CURRENT,0.0,0.0,0,-28.416046,49.77306586586865,10.5
AES,AES Corporation,Energy,13.42,42.07050305326018,10.0,15.0,8.3,"AES (AES) grants 44,483 RSUs to EVP and General Counsel Freedman - Stock Titan, Jim Cramer on AES Corporation: “It’s Incredibly Cheap, I Would Be a Buyer of It” - Yahoo Finance, Cramer's lightning round: Buy AES Corporation - CNBC",SELL,SPECULATIVE (short-term),,NO_WINDOW_ENTRY,0.0,0.0,0,11.072519,69.04759742235528,12.6
ICLN,Global Clean Energy,Energy,18.51,6.254210276530782,0.0,0.0,25.0,"The Iran War just made the clean energy transition non-negotiable - Fortune, Renewable Energy Is Booming Again. The Iran War Has Scrambled Markets. - Barron's, How the Iran war set Beijing up for global clean energy dominance - politico.eu",SELL,SPECULATIVE (short-term),80.19,EXIT_CURRENT,0.0,0.0,0,22.5478,78.07490176378937,0.0
SHEL,Shell,Oil & Gas,82.53,50.46108039094746,10.0,30.0,1.8,"Europe’s Top Oil Refinery Ramps Up Jet Fuel Amid Supply Crunch - Bloomberg.com, Europe's refineries in 'max jet mode' as Middle East imports dwindle: Shell official - S&P Global, Paramount Skydance Discloses 2025 Pay for CEO David Ellison, Former President Jeff Shell - Variety",HOLD,RETIREMENT (20yr+),42.39,EXIT_CURRENT,0.0,0.0,0,14.748333,35.193707735936144,16.9
TTE.PA,TotalEnergies,Oil & Gas,77.0,58.134930461649354,10.0,23.0,20.5,"TotalEnergies approves Kazakh renewable project despite disputes - Reuters, TotalEnergies to build $1.2bn wind farm with Chinese turbines - Recharge News, 'It doesn't get better than that': TotalEnergies and Petrobras' Namibia frontier prospect has huge potential - Upstream Online",HOLD,RETIREMENT (20yr+),54.04,EXIT_CURRENT,0.0,0.0,0,15.194728,43.037988019493994,8.5
BP.L,BP,Oil & Gas,529.44,24.70530114789507,0.0,23.0,-33.2,"BP shareholders reject two board proposals as chair gets lower-than-typical support - Reuters, Back NIPSCO, BP workers in fights against boss lockouts - The Militant, Update: BP refinery incident being inspected by state labor and air agencies - Cascadia Daily News",SELL,SPECULATIVE (short-term),53.29,EXIT_CURRENT,0.0,0.0,0,Infinity,44.8239036153368,16.2
XOM,ExxonMobil,Oil & Gas,137.88,29.1600048774785,10.0,15.0,16.6,"ExxonMobil's 2025 Giving Campaign delivers record results to United Way of Greater Houston and Houston community - Exxon Mobil Corporation | ExxonMobil, ExxonMobil | XOM Stock Price, Company Overview & News - Forbes, ExxonMobil (NYSE:XOM) Shares Down 1.1% - Should You Sell? - MarketBeat",SELL,BUSINESS COLLATERAL (10yr),43.91,EXIT_CURRENT,0.0,0.0,0,21.911194,25.835586621638257,19.2
CVX,Chevron,Oil & Gas,171.49,29.61613614858379,0.0,22.0,10.5,"Nelly Korda is freed up at the Chevron Championship. That’s bad news for the field - GOLF.com, Air travel prices likely to get worse in coming weeks, Chevron CEO says - CBS News, 2026 Chevron Championship leaderboard, highlights: Nelly Korda leads after 2 rounds - Golfweek",SELL,SPECULATIVE (short-term),36.51,EXIT_CURRENT,0.0,0.0,0,27.607841,33.210324485104636,23.3
COP,ConocoPhillips,Oil & Gas,112.74,61.13047338090849,10.0,30.0,4.5,"A Look At ConocoPhillips (COP) Valuation After Recent Share Price Pullback And LNG Growth Expectations - Yahoo Finance, Why ConocoPhillips (COP) Stock Is Trading Lower Today - StockStory, A Look At ConocoPhillips (COP) Valuation As Renewed Interest Follows Favorable Fundamentals And 2026 Spending Plans - simplywall.st",HOLD,RETIREMENT (20yr+),37.03,EXIT_CURRENT,0.0,0.0,0,18.475592,35.68116656733713,22.4
SLB,Schlumberger (SLB),Oil & Gas,51.99,0.0,0.0,0.0,-0.4,"Wall Street Analysts Think Schlumberger (SLB) Is a Good Investment: Is It? - MSN, SLB: Schlumberger Ltd. Latest Stock Price, Analysis, News and Trading Ideas - Stocktwits, SLB Sees Mideast Supply Crunch Driving Investment - Energy Intelligence",SELL,SPECULATIVE (short-term),-8.74,EXIT_STOP,0.0,0.0,0,22.534044,79.57290961962815,8.4
HAL,Halliburton,Oil & Gas,37.37,18.456285901365124,10.0,7.0,25.8,"Oilfield service firm Halliburton is discussing commercial terms with customers for Venezuela operations - Reuters, Halliburton (NYSE:HAL) Upgraded by Wall Street Zen to ""Strong-Buy"" Rating - MarketBeat, Halliburton Warns of Rising Legal and Regulatory Risks That Could Hit Finances and Reputation - TipRanks",SELL,SPECULATIVE (short-term),,NO_WINDOW_ENTRY,0.0,0.0,0,25.373335,62.776651620246845,10.6
RIG,Transocean,Oil & Gas,5.66,31.478318898010535,5.0,15.0,25.9,"Transocean (RIG) Announces Eastern Mediterranean Contract - Yahoo Finance, Will Transocean’s (RIG) US$1.6 Billion Backlog Jump Reshape Its Earnings and Balance Sheet Narrative? - simplywall.st, Transocean (NYSE:RIG) Stock Passes Above 200 Day Moving Average - Here's Why - MarketBeat",SELL,SPECULATIVE (short-term),129.55,EXIT_CURRENT,0.0,0.0,0,35.255848,36.516847762172794,4.5
VAR.OL,Vaar Energi,Oil & Gas,41.67,47.29992191493536,0.0,23.0,17.2,"TechnipFMC, Vaar Energi to partner for development of North Sea oil and gas fields - MSN, Vaar Energi May Consider Extraordinary Dividend At The End Of 2026 - TradingView, Norway's Vaar Energi could pay extra dividend due to high oil price, CEO says - marketscreener.com",HOLD,RETIREMENT (20yr+),74.5,EXIT_CURRENT,0.0,0.0,0,15.044673,41.61325345839231,12.7
AKRBP.OL,Aker BP,Oil & Gas,321.76,21.1148742213873,0.0,15.0,24.5,"A Look At Aker BP (OB:AKRBP) Valuation After First Quarter 2026 Volume Update - simplywall.st, Aker BP's earnings slide masks a massive growth push - MSN, Aker BP publishes Annual Report for 2025 - Yahoo Finance",SELL,SPECULATIVE (short-term),72.89,EXIT_CURRENT,0.0,0.0,0,170.80809,52.53647899737792,-1.6
CVE.TO,Cenovus Energy,Oil & Gas,33.29,42.33117528445283,10.0,23.0,17.3,"Cenovus Energy (NYSE:CVE) Rating Increased to Strong-Buy at Zacks Research - MarketBeat, Cenovus Energy (CVE) – Among the 12 Most Undervalued Natural Gas Stocks to Buy Now - Yahoo Finance, Did Analyst Upgrades and Zacks Rank #1 Status Just Shift Cenovus Energy's (TSX:CVE) Investment Narrative? - simplywall.st",SELL,SPECULATIVE (short-term),108.86,EXIT_CURRENT,0.0,0.0,0,16.07907,43.01181730596663,24.7
SU.TO,Suncor Energy,Oil & Gas,81.07,43.16724241897962,10.0,23.0,20.7,"Is It Too Late To Consider Suncor Energy (TSX:SU) After Its Strong Multi Year Rally? - Yahoo Finance, Suncor Energy (SU) schedules Q1 2026 results release and analyst webcast - Stock Titan, Suncor Energy to release first quarter 2026 financial results - TMX Newsfile",SELL,SPECULATIVE (short-term),81.33,EXIT_CURRENT,0.0,0.0,0,17.42268,39.94387511499391,19.6
DVN,Devon Energy,Oil & Gas,44.39,43.18490739166821,5.0,23.0,0.7,"Devon Energy (DVN) Announces Merger with Coterra Energy Amid Leg - GuruFocus, [8-K] DEVON ENERGY CORP/DE Reports Material Event - Stock Titan, Devon And Coterra Merger Puts Permian Scale And Cash Returns In Focus - Yahoo Finance",SELL,SPECULATIVE (short-term),53.88,EXIT_CURRENT,0.0,0.0,0,10.731415,42.39998969184377,31.7
XLE,Energy Select (XLE),Oil & Gas,52.66,32.770580863581635,0.0,30.0,11.1,"Should You Invest in the State Street Energy Select Sector SPDR ETF (XLE)? - Yahoo Finance, Energy Select Sector SPDR (XLE) Pivot Points Analysis - GuruFocus, Why the Energy Sector's April Pullback Could Be a Major Buying Opportunity - MarketBeat",SELL,SPECULATIVE (short-term),41.34,EXIT_CURRENT,0.0,0.0,0,21.263685,35.470534747439274,0.0
RHM.DE,Rheinmetall,Defense,1319.2,40.33636777849423,10.0,8.0,9.3,"Rheinmetall (ETR:RHM) Stock Price Down 3% - What's Next? - MarketBeat, Rheinmetall Receives Bundeswehr Order for FV-014 Drones, Suggesting Potential Use in Ukraine - Defense Express, Rheinmetall lands multibillion dollar FV-014 loitering munitions framework contract - Breaking Defense",SELL,SPECULATIVE (short-term),-8.08,EXIT_CURRENT,0.0,0.0,0,64.55116,23.019102944314227,55.7
BA.L,BAE Systems,Defense,1870.83,39.98813160882237,10.0,8.0,48.0,"Meet Lars – Associate Systems Engineer, Naval Systems, UK - BAE Systems, BAE Systems honors TTTECH with a Partner 2 Win Gold Tier Award - TTTech, BAE Systems introduces Ascent™ spacecraft to support space superiority and exploration - BAE Systems",SELL,BUSINESS COLLATERAL (10yr),19.23,EXIT_CURRENT,0.0,0.0,0,31.566175,25.62322709235829,24.1
LDO.MI,Leonardo,Defense,52.7,10.422147844917813,5.0,8.0,-10.3,"What Leonardo DiCaprio sent Nikki Glaser after Golden Globes roast - USA Today, Leonardo DiCaprio Urges Fans to Call U.S. Representatives and Fight Against Bill to Dismantle the Endangered Species Act: ‘Reject This Existential Threat’ - Yahoo News Canada, Nikki Glaser Would ‘Absolutely’ Do a Leonardo DiCaprio Roast but Says He Shouldn’t Sign Up for One: ‘Maybe If He Was Donating To Climate Change’ - Variety",SELL,SPECULATIVE (short-term),25.06,EXIT_CURRENT,0.0,0.0,0,26.23585,24.35621838905918,29.9
HO.PA,Thales,Defense,232.8,36.216019277456304,10.0,8.0,32.9,"Denmark has selected the European SAMP/T NG, the most advanced mobile ground-to-air defence system to ensure the airspace protection - Thales Group, UC expands partnership with Thales for AI research - University of Cincinnati, Airbus, Thales Alenia Space and RADMOR to partner for Poland’s sovereign satellite - Airbus",SELL,BUSINESS COLLATERAL (10yr),-11.93,EXIT_STOP,0.0,0.0,0,30.528254,24.06576380527406,26.5
AIR.PA,Airbus,Defense,165.92,27.133310286321397,10.0,7.0,20.5,"Boeing regains delivery lead over Airbus as revenues jump - Financial Times, Here’s How Much A Boeing 737 MAX Costs Compared To An Airbus A320neo - Simple Flying, First A380 with new Business Class takes off - Lufthansa Group",SELL,SPECULATIVE (short-term),14.7,EXIT_CURRENT,0.0,0.0,0,25.890911,54.05123829536589,27.4
SAF.PA,Safran,Defense,270.0,26.701970565997378,5.0,0.0,26.8,"Safran reports first quarter 2026 revenue - Outstanding performance in civil engine activities - Safran, Share buyback for cancellation - Safran, Josh Safran In Development On Sports Series 'Glory Days' At Netflix - Deadline",SELL,SPECULATIVE (short-term),18.51,EXIT_CURRENT,0.0,0.0,0,16.641443,44.03859476880871,30.0
AM.PA,Dassault Aviation,Defense,296.4,31.477613301944757,10.0,8.0,13.9,"Dassault Aviation Unveils the Falcon 10X – New Top of the Line Falcon - Dassault Aviation, Insperial launches dedicated CMF service for aviation - Business Jet Interiors, Dassault Aviation CEO: giving ourselves two-to-three weeks to find deal on Franco-German fighter jet - Reuters",SELL,SPECULATIVE (short-term),-12.85,EXIT_STOP,0.0,0.0,0,24.964087,23.482858633650807,20.5
NOC,Northrop Grumman,Defense,532.51,23.4743116907711,5.0,8.0,1.9,"Northrop Delivers New Jam-Resistant Navigation System for F-22 - Air & Space Forces Magazine, Northrop Grumman takes $71 million charge on Vulcan booster issue - SpaceNews, 9-Day Sell-Off Sends Northrop Grumman Stock Down 16% - Trefis",SELL,RETIREMENT (20yr+),-7.94,EXIT_STOP,0.0,0.0,0,21.447422,7.519041245109406,35.5
LMT,Lockheed Martin,Defense,475.42,22.717412907587416,10.0,8.0,-21.1,"Lockheed Martin Ramps Up Munitions Production Amid War, Spending Skyrockets - WSJ, EXCLUSIVE: Lockheed exits Navy trainer aircraft competition - Breaking Defense, Lockheed’s ‘Jackal’ launcher fires missiles at 90 degrees to kill Group 3-class drones - Yahoo",SELL,RETIREMENT (20yr+),-7.93,EXIT_STOP,0.0,0.0,0,26.600418,4.906164950998047,40.6
RTX,Raytheon Technologies,Defense,161.35,29.095160868019516,10.0,15.0,16.4,"RTX's Raytheon delivers first Next Generation Jammer shipsets to the Royal Australian Air Force - RTX, Major Bank Ratings | Morgan Stanley: Lowers RTX (Raytheon Technologies) target price to $220, remains among top picks in the aerospace sector - Bitget, 😮⚡ RTX Stock | Technical Analysis And Predictions | Raytheon Technologies Stock | Accident Lawyer (vrgHt7W4po) - fathomjournal.org",SELL,SPECULATIVE (short-term),-9.36,EXIT_STOP,0.0,0.0,0,38.207073,19.204254251040524,33.3
LHX,L3Harris,Defense,293.99,23.498702961954194,10.0,15.0,14.0,"Pentagon closes $1 billion investment in L3Harris missile unit - SpaceNews, L3Harris Technologies (NYSE: LHX) rings the opening bell® - qz.com, L3Harris closes $1bn DoW investment in missile solutions business - Airforce Technology",SELL,SPECULATIVE (short-term),45.3,EXIT_CURRENT,0.0,0.0,0,39.900467,19.054084333821592,33.4
GD,General Dynamics,Defense,290.01,43.348557492722364,10.0,15.0,33.4,"Should Pre‑Earnings Optimism Around Segment Growth and Contracts Require Action From General Dynamics (GD) Investors? - simplywall.st, Exploring Analyst Estimates for General Dynamics (GD) Q1 Earnings, Beyond Revenue and EPS - Yahoo Finance, General Dynamics to Post Q1 Earnings: What's in Store for the Stock? - Zacks Investment Research",SELL,SPECULATIVE (short-term),15.15,EXIT_CURRENT,0.0,0.0,0,21.20855,15.951083820492187,35.5
TXT,Textron,Defense,81.44,28.63105924800525,5.0,0.0,34.5,"Textron’s Expanding Military and Jet Backlog Might Change The Case For Investing In Textron (TXT) - simplywall.st, Textron Aviation Announces Fleet Order from SD Aviation for 3 Cessna Citation Light Jets - ASDNews, Bell Announces Three New Orders for Corporate-Configured Bell 429s in Europe - Textron Inc. - Investor Relations",SELL,SPECULATIVE (short-term),24.97,EXIT_CURRENT,0.0,0.0,0,17.739258,48.18522879074773,22.0
LDOS,Leidos,Defense,135.24,34.88122364225851,5.0,8.0,27.5,"SSC Awards Kronos Space Intelligence Prototype Contracts to Leidos, MapLarge - ExecutiveGov, Leidos And Havoc Integrate Capabilities To Advance Maritime And Air Autonomy - Ocean News & Technology, Does Leidos (LDOS) IFPC Contract Blitz Reveal a Durable Edge in Advanced Defense Technologies? - Yahoo Finance",SELL,SPECULATIVE (short-term),3.79,EXIT_CURRENT,0.0,0.0,0,13.959641,29.118639396300992,47.3
HEI,HEICO,Defense,244.48,11.684910338366691,5.0,0.0,6.7,"Is HEICO’s (HEI) MRO Americas Push Reframing Its Aftermarket Advantage in the Investment Story? - simplywall.st, PFG Advisors Sells 7,758 Shares of Heico Corporation $HEI - MarketBeat, If EPS Growth Is Important To You, HEICO (NYSE:HEI) Presents An Opportunity - Yahoo Finance",SELL,SPECULATIVE (short-term),5.56,EXIT_CURRENT,0.0,0.0,0,55.96435,42.57206311082427,44.8
ITA,ITA Defense ETF,Defense,199.81,2.9039470944569246,0.0,0.0,11.6,"Should You Invest in the iShares U.S. Aerospace & Defense ETF (ITA)? - MSN, The aerospace and defense trade is taking investors deeper into space, and more ETFs are up for the mission - CNBC, Should You Invest in the iShares U.S. Aerospace & Defense ETF (ITA)? - Yahoo Finance",SELL,SPECULATIVE (short-term),45.35,EXIT_CURRENT,0.0,0.0,0,38.76826,39.44768911794974,0.0
DFEN,MSCI Defense ETF,Defense,54.77,1.7007543705411936,0.0,0.0,6.8,"European Defense Rearmament Is Reshaping Markets: These 3 ETFs Capture the Shift - 24/7 Wall St., European defence stocks cool as investors reassess war winners - Reuters, SA Asks: What are the best Euro ETFs right now? - MSN",SELL,SPECULATIVE (short-term),129.5,EXIT_CURRENT,0.0,0.0,0,39.90847,38.69677505038703,0.0
